fid,gid,emd_cd,emd_nm_k,emd_nm_e,sgg_cd,sgg_nm_k,sgg_nm_e,sido_cd,sido_nm_k,sido_nm_e,value,stats_year,raw_d_year,NUMPOINTS,CHARGING,공연시설_공연시설접근성,공시지가_공시지가,도서관_도서관접근성,병원_병원접근성,보건기관_보건기관접근성,생활권공원_생활권공원 접근성,소방서_소방서접근성,인구_인구,주제공원_주제공원접근성,주차장_주차장접근성,체육시설__체육시설접근성,초등학교_초등학교접근성
"6827",다라33aa72ba,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.551,"2022","202303",0,0,2.42,37327.03,5.079,5.584,3.233,3.824,6.773,,3.807,2.569,2.346,2.788
"6828",다라34aa72ba,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.104,"2022","202303",0,0,2.427,37172.01,3.652,4.481,3.567,2.655,4.667,0,2.575,1.711,1.487,2.82
"6829",다라33ba71ab,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.497,"2022","202303",0,0,0.82,140386.88,2.433,4.072,1.96,1.052,4.839,11,2.167,3.413,3.545,2.176
"6830",다라33ba71aa,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.615,"2022","202303",0,0,0.938,166191.91,2.485,4.163,2.437,0.965,4.929,0,2.257,3.503,3.635,2.294
"6831",다라33ba69ba,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.833,"2022","202303",0,0,2.717,75585.3,0.939,3.206,3.504,1.151,2.584,0,2.403,2.115,2.813,1.385
"6832",다라32ba72ab,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.66,"2022","202303",0,0,1.882,46436.82,4.553,4.693,2.343,3.173,5.778,8,3.685,3.278,3.054,1.898
"6833",다라32ba70ab,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.321,"2022","202303",0,0,1.641,34924.97,3.513,4.733,1.314,1.965,5.417,,3.471,3.991,4.992,2.043
"6834",다라31ba70ba,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.629,"2022","202303",0,0,2.107,112661.41,4.504,3.961,0.623,2.805,5.682,26,4.311,3.722,4.191,1.45
"6835",다라34ba68aa,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.2,"2022","202303",0,0,6.364,68348.39,1.355,3.22,2.852,1,1.685,0,2.166,2.166,2.166,1.423
"6836",다라32aa73ba,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,5.217,"2022","202303",0,0,5.818,,6.889,7.856,4.028,5.632,9.705,,5.727,4.12,3.874,4.377
"6837",다라33ba70aa,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.1,"2022","202303",0,0,2.047,74583.46,1.809,2.895,2.835,0.869,3.594,9,1.71,1.92,3.424,1.894
"6838",다라34aa71ab,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.744,"2022","202303",0,0,4.401,68966.43,2.595,3.954,5.541,2.571,4.289,0,3.142,2.863,4.119,3.041
"6839",다라33aa72ab,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.142,"2022","202303",0,0,1.679,50190.21,4.153,4.983,2.576,2.97,5.169,,3.076,3.019,2.797,2.598
"6840",다라33aa66aa,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.62,"2022","202303",0,0,8.025,40232.52,4.513,6.747,2.144,3.593,5.51,14,6.092,5.303,4.57,4.862
"6841",다라32aa72ab,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.26,"2022","202303",0,0,2.692,48580.54,4.903,4.293,1.943,3.983,6.014,,5.098,4.155,3.73,1.497
"6842",다라32aa69aa,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.135,"2022","202303",0,0,3.851,38136.02,3.294,4.653,2.598,1.722,4.924,0,3.841,3.411,3.71,3.425
"6843",다라32bb72ba,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.132,"2022","202303",0,0,2.024,50762.81,5.243,5.165,2.814,3.315,6.886,0,3.46,2.733,2.509,2.369
"6844",다라31ab69ab,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.446,"2022","202303",0,0,3.569,37200.41,4.247,4.597,2.086,2.676,4.915,,3.862,2.567,3.036,2.913
"6845",다라30ba71bb,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.735,"2022","202303",0,0,3.259,38077.24,2.79,2.245,2.552,2.507,3.967,,3.166,2.109,2.992,2.064
"6846",다라32bb68ba,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.265,"2022","202303",0,0,3.823,57080.04,2.376,4.484,3.493,1.098,3.727,13,3.672,3.393,3.956,2.725
"6847",다라33ab70aa,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.648,"2022","202303",0,0,2.687,60115.87,1.841,3.41,3.475,1.053,3.745,0,2.598,2.319,3.575,2.287
"6848",다라33ab73aa,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.94,"2022","202303",0,0,2.476,51679.75,4.697,5.688,3.374,3.88,6.83,13,3.863,2.127,1.903,3.317
"6849",다라31ba72bb,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.084,"2022","202303",0,0,3.622,41530.82,4.232,3.688,2.911,3.95,5.41,,4.609,3.552,3.665,2.427
"6850",다라34aa65bb,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.481,"2022","202303",0,0,7.887,25386.78,3.782,6.248,0.714,3.456,4.714,,5.195,4.311,3.534,4.131
"6851",다라33ab67aa,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.013,"2022","202303",0,0,6.419,38646.02,2.907,5.141,3.005,1.987,4.193,,4.485,4.05,4.485,3.256
"6852",다라32ab68ba,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.735,"2022","202303",0,0,4.045,43323.3,2.846,4.953,2.977,1.331,4.196,0,4.141,3.863,4.35,3.195
"6853",다라31aa70ba,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.849,"2022","202303",0,0,3.007,92597.3,3.71,3.166,1.357,3.428,4.888,43,4.087,3.029,3.913,1.812
"6854",다라33bb70ba,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.374,"2022","202303",0,0,1.719,71460.12,2.413,4.8,2.693,0.808,4.198,,2.314,2.524,4.028,3.075
"6855",다라32bb66ab,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.762,"2022","202303",0,0,8.122,27438.57,4.609,6.844,2.562,3.736,5.628,,6.46,5.753,5.522,5.005
"6856",다라32bb72ab,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.877,"2022","202303",0,0,1.77,55955.93,4.311,4.91,2.56,3.061,5.327,31,3.234,2.962,2.738,2.114
"6857",다라32bb73ab,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.241,"2022","202303",0,0,2.778,39440.65,5.767,5.053,3.568,4.07,6.775,,4.495,2.583,2.36,3.123
"6858",다라32bb67ba,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.496,"2022","202303",0,0,4.95,26123.29,2.868,5.61,4.233,2.224,4.218,,4.448,4.448,4.448,3.217
"6859",다라33bb72ab,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.944,"2022","202303",2,0,2.926,43984.84,4.871,5.383,3.824,3.494,6.443,0,3.477,2.239,2.016,3.722
"6860",다라32ab68bb,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.535,"2022","202303",0,0,3.801,40667.67,3.055,5.163,2.733,1.541,4.406,,4.351,3.81,4.105,3.405
"6861",다라30ab71bb,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.876,"2022","202303",0,0,3.4,,2.931,2.386,2.693,2.648,4.108,,3.308,2.25,3.133,2.205
"6862",다라30aa71ab,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.372,"2022","202303",0,0,3.266,,3.152,2.607,2.559,2.869,4.329,,3.528,2.471,3.354,2.071
"6863",다라32ba68ab,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.859,"2022","202303",0,0,4.474,36794.67,2.97,5.078,3.442,1.455,4.32,,4.266,3.987,3.707,3.32
"6864",다라31bb69aa,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.772,"2022","202303",0,0,3.895,38224.47,3.527,4.885,2.412,1.949,5.15,,4.074,3.048,3.347,3.238
"6865",다라31ba70bb,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.431,"2022","202303",0,0,2.224,83090.61,4.868,4.325,0.425,2.924,6.047,0,4.43,4.087,4.555,1.208
"6866",다라33ba69bb,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.293,"2022","202303",0,0,2.716,94041.35,1.399,3.632,3.503,1.275,3.044,8,2.82,2.541,3.273,1.845
"6867",다라34ab72ba,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.335,"2022","202303",0,0,2.658,37273.37,3.495,4.324,3.643,2.886,4.511,,2.418,1.749,1.525,2.663
"6868",다라33ba69ab,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.842,"2022","202303",0,0,4.649,82475.93,2.714,5.323,4.245,1.923,4.065,,4.294,4.232,4.294,3.064
"6869",다라33aa65aa,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,4.064,"2022","202303",0,0,9.427,21449.34,4.062,7.789,2.164,4.996,6.255,,6.736,4.592,3.916,4.411
"6870",다라30aa72aa,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.11,"2022","202303",0,0,3.443,25900.05,2.476,1.852,3.365,2.578,4.265,,2.717,1.658,2.537,2.306
"6871",다라33bb68aa,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.481,"2022","202303",0,0,5.412,56809.44,1.9,4.134,2.944,0.455,2.661,0,3.479,3.043,3.479,2.249
"6872",다라32ab67ba,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.026,"2022","202303",0,0,5.48,30086.36,3.399,6.14,4.295,2.755,4.749,0,4.979,4.979,3.978,3.747
"6873",다라32ab70ba,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.927,"2022","202303",0,0,1.693,57254.38,3.622,4.785,0.921,2.017,5.407,,3.523,3.733,5.043,2.095
"6874",다라32ab72ab,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.204,"2022","202303",0,0,2.312,62448.08,4.847,4.238,1.888,3.603,5.958,11,4.718,4.004,3.781,1.442
"6875",다라33ab66ab,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.054,"2022","202303",0,0,7.46,39766.06,3.947,6.181,2.005,3.028,5.234,6,5.526,5.09,4.432,4.297
"6876",다라34bb67ba,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.998,"2022","202303",0,0,7.276,59750.46,2.153,4.017,2.062,1.798,2.483,15,2.964,2.964,2.964,2.221
"6877",다라32bb69bb,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.055,"2022","202303",1,0,2.555,83111.59,2.247,3.816,2.454,1.459,4.151,,2.864,2.725,3.981,2.693
"6878",다라33bb65bb,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.833,"2022","202303",0,0,8.239,26876.75,3.606,6.6,0.975,3.807,5.065,,5.546,4.135,3.401,3.955
"6879",다라33ab72bb,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.724,"2022","202303",0,0,2.261,47650.05,4.919,5.553,3.158,3.665,6.614,0,3.647,2.41,2.186,3.101
"6880",다라34ba71aa,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.972,"2022","202303",0,0,2.291,76905.77,1.883,2.173,3.017,1.621,2.898,497,0.806,2.011,2.729,1.051
"6881",다라31ab72bb,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,5.472,"2022","202303",0,0,3.534,,4.143,3.6,2.822,3.861,5.321,,4.521,3.463,3.918,2.339
"6882",다라33ba72aa,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.816,"2022","202303",0,0,2.139,36332.68,3.457,4.287,3.279,2.366,4.473,0,2.38,3.161,2.937,2.625
"6883",다라33bb71ab,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.65,"2022","202303",0,0,0.973,95733.27,2.581,4.203,2.114,1.201,4.97,0,2.298,2.99,2.766,2.329
"6884",다라31ab69bb,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.968,"2022","202303",0,0,3.052,37569.04,4.238,4.562,1.569,2.667,5.121,,4.068,2.773,3.243,2.396
"6885",다라31ab67bb,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.414,"2022","202303",0,0,6.009,27504.86,4.496,6.915,4.591,3.852,5.028,,4.75,3.801,2.797,4.123
"6886",다라33aa70bb,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.306,"2022","202303",0,0,1.629,69111.44,2.661,4.853,1.738,1.057,4.447,,2.563,2.773,4.276,2.277
"6887",다라32aa69ab,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.023,"2022","202303",0,0,3.462,40664.51,3.208,4.567,2.394,1.636,4.838,0,3.755,3.299,3.598,3.222
"6888",다라32aa73aa,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.338,"2022","202303",0,0,3.115,36191.32,5.206,4.662,2.764,4.406,6.384,,5.065,3.334,3.11,2.318
"6889",다라33aa67bb,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.533,"2022","202303",0,0,4.987,42500,2.906,5.647,4.584,2.262,4.256,,4.486,4.486,4.486,3.254
"6890",다라32aa69ba,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.884,"2022","202303",0,0,2.941,71214.02,3.269,4.628,1.878,1.698,4.899,33,3.817,3.371,3.795,2.705
"6891",다라31ba71aa,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.672,"2022","202303",0,0,1.968,70956.87,3.799,3.255,0.783,3.259,4.976,0,4.194,3.118,4.002,0.773
"6892",다라32ba72aa,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.464,"2022","202303",0,0,1.549,50022.82,4.221,4.497,2.148,2.84,6.219,,3.955,3.702,3.479,1.702
"6893",다라32ba69aa,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.386,"2022","202303",0,0,3.711,75766.72,2.259,4.959,2.821,1,4.202,0,4.147,3.734,4.203,3.201
"6894",다라32ba66aa,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,4.282,"2022","202303",0,0,8.688,31792.03,5.175,7.41,2.874,4.256,6.462,,6.754,6.099,5.366,5.525
"6895",다라33ab69ab,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.887,"2022","202303",0,0,3.508,56597.94,0.993,3.26,4.295,1.205,2.639,,2.457,2.169,2.867,1.439
"6896",다라32bb67ab,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.914,"2022","202303",0,0,5.368,41883.93,3.287,6.028,3.853,2.642,4.637,27,4.866,4.866,4.866,3.636
"6897",다라32ab68ab,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.268,"2022","202303",0,0,4.883,36497.73,3.379,5.486,3.85,1.864,4.729,,4.674,4.396,3.424,3.728
"6898",다라32ab73bb,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,4.939,"2022","202303",0,0,5.54,38000.06,6.527,7.578,3.75,5.355,8.906,,5.449,3.843,3.596,4.099
"6899",다라33ab71ab,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.222,"2022","202303",0,0,1.545,112978.79,2.775,4.415,3.04,1.395,5.181,0,2.51,3.755,3.887,2.754
"6900",다라31bb67ba,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.63,"2022","202303",0,0,6.083,30662.94,4.002,6.743,4.844,3.358,5.352,,5.533,4.385,3.58,4.351
"6901",다라30bb70bb,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.509,"2022","202303",0,0,2.843,53094.53,3.546,3.002,1.722,3.264,4.724,,3.923,2.866,3.749,1.648
"6902",다라34aa66bb,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.374,"2022","202303",0,0,7.304,45086.76,3.43,5.295,1.035,2.348,3.76,0,4.241,4.241,4.241,3.498
"6903",다라34ab68aa,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.142,"2022","202303",0,0,6.822,55919.1,1.698,3.563,2.71,1.344,2.029,0,2.51,2.51,2.51,1.767
"6904",다라31ba71ab,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.721,"2022","202303",1,0,2.259,130553.44,3.6,3.057,1.547,3.318,4.778,11,3.996,2.92,3.804,1.064
"6905",다라32ba72ba,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.668,"2022","202303",0,0,2.174,51357.46,4.845,4.701,2.35,3.465,6.422,8,3.977,2.971,2.747,1.905
"6906",다라32ba69bb,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.954,"2022","202303",0,0,2.274,74771.06,3.586,4.945,1.947,2.106,5.273,0,4.104,3.854,4.545,2.676
"6907",다라31ba68bb,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.976,"2022","202303",0,0,4.314,35086.03,3.948,5.068,2.881,2.369,5.319,,4.266,2.971,3.09,3.708
"6908",다라33bb66bb,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.344,"2022","202303",0,0,6.75,38135.99,3.238,5.472,2.496,2.318,4.525,,4.817,4.381,4.817,3.587
"6909",다라33aa68ba,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,13.506,"2022","202303",0,0,11.621,55817.64,13.618,14.408,9.57,12.995,10.18,,14.964,12.238,10.642,13.967
"6910",다라32ba73aa,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.351,"2022","202303",0,0,2.764,39732.34,5.567,4.957,3.035,4.055,6.679,,4.48,2.845,2.621,2.588
"6911",다라31ba73aa,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,5.807,"2022","202303",0,0,3.868,,4.478,3.934,3.156,4.196,5.656,,4.855,3.797,3.632,2.673
"6912",다라32ba67ba,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.578,"2022","202303",0,0,5.032,41418.28,2.95,5.692,4.463,2.306,4.301,7,4.53,4.53,4.376,3.299
"6913",다라31ba68aa,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.835,"2022","202303",0,0,5.805,25680.58,4.516,6.711,4.838,4.256,4.824,,4.546,3.798,2.592,4.502
"6914",다라30ba70aa,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.471,"2022","202303",0,0,4.069,,3.898,3.354,2.31,3.616,5.075,,4.021,2.726,3.195,3
"6915",다라30ba71ba,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.539,"2022","202303",0,0,3.063,38267.38,2.594,2.05,2.357,2.312,3.771,,2.971,1.913,2.796,1.868
"6916",다라32aa71ba,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.346,"2022","202303",0,0,1.778,97361.88,3.989,3.379,1.029,3.069,5.1,0,4.184,3.242,4.126,0.583
"6917",다라32ba73ba,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,5.053,"2022","202303",0,0,5.653,43470.59,6.641,7.692,3.863,5.468,9.02,,5.562,3.956,3.709,4.213
"6918",다라30bb72aa,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,4.444,"2022","202303",0,0,3.102,41808.44,3.468,2.924,2.39,3.186,4.646,,3.845,2.788,3.671,1.906
"6919",다라35aa67bb,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.377,"2022","202303",0,0,7.29,61461.62,1.532,3.396,3.474,1.177,1.862,,2.343,2.343,2.343,1.6
"6920",다라31ab70aa,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.932,"2022","202303",0,0,3.409,50364.61,4.662,4.462,1.926,3.655,5.369,,4.316,3.021,3.49,3.108
"6921",다라30ab71ba,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.172,"2022","202303",0,0,3.126,,2.657,2.112,2.419,2.374,3.834,,3.034,1.976,2.859,1.931
"6922",다라31ab68ba,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.239,"2022","202303",0,0,4.042,34443.34,4.132,5.331,3.144,2.554,5.018,,3.994,2.699,2.787,3.971
"6923",다라31ba70ab,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.785,"2022","202303",0,0,2.262,43468.02,4.403,3.862,0.778,2.832,5.584,,4.466,3.482,3.951,1.606
"6924",다라32bb66aa,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.88,"2022","202303",0,0,8.286,34975.11,4.774,7.008,2.472,3.854,6.06,,6.353,5.697,4.964,5.123
"6925",다라33ab70bb,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.192,"2022","202303",0,0,1.515,73556.09,2.547,4.739,1.97,0.943,4.333,0,2.449,2.658,4.162,2.51
"6926",다라32aa68ba,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.376,"2022","202303",0,0,4.276,35186.87,3.252,5.36,3.016,1.738,4.603,,4.548,3.653,3.77,3.602
"6927",다라31ba72aa,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.051,"2022","202303",0,0,2.589,42549.51,4.123,3.578,1.878,3.84,5.3,0,4.518,3.442,4.325,1.394
"6928",다라33aa65ba,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.755,"2022","202303",0,0,8.115,29674.85,4.388,6.837,2.193,3.729,5.699,0,6.453,4.916,4.183,4.737
"6929",다라30ba71aa,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.561,"2022","202303",0,0,3.145,67312.26,2.848,2.303,2.438,2.565,4.025,0,3.224,2.167,3.05,1.95
"6930",다라31ba69aa,"46170390",금천면,Geumcheon-myeon,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.852,"2022","202303",0,0,3.975,38274.13,3.767,5.069,2.491,2.24,5.319,,4.268,2.973,3.087,3.319
